ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Unnamed_Column_11,Unnamed_Column_12
28213,JH324782,06/28/2024 01:00:00 PM,005XX E 51ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOSPITAL,False,False,0223,002
13514251,JH329039,06/28/2024 11:00:00 AM,044XX S GREENWOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,0222,002
13512130,JH326532,06/29/2024 04:30:00 PM,080XX S HALSTED ST,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0621,006
13522006,JH338140,06/29/2024 09:00:00 AM,071XX W ADDISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1632,016
13510518,JH324451,06/28/2024 02:30:00 AM,099XX S YATES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0431,004
13510445,JH324416,06/28/2024 12:30:00 AM,033XX N ORIOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1631,016
13512448,JH326825,06/29/2024 09:04:00 PM,044XX N BROADWAY,0320,ROBBERY,STRONG ARM - NO WEAPON,TAVERN / LIQUOR STORE,False,False,1914,019
13510801,JH324767,06/27/2024 07:30:00 PM,018XX N MOBILE AVE,0810,THEFT,OVER $500,RESIDENCE,False,True,2513,025
13513313,JH327813,06/30/2024 05:24:00 PM,020XX W 51ST ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,0931,009
13513532,JH326938,06/29/2024 10:30:00 PM,001XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,1232,012
13510035,JH323965,06/27/2024 04:57:00 PM,023XX N KEATING AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,2522,025
13509966,JH323970,06/27/2024 02:21:00 PM,008XX W ALDINE AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,1924,019
13513296,JH327827,06/30/2024 05:28:00 PM,002XX S DEARBORN ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA STATION,False,False,0113,001
13511598,JH325790,06/29/2024 03:26:00 AM,005XX W KINZIE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,False,False,1214,012
13510862,JH324742,06/28/2024 10:45:00 AM,011XX N MASON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1511,015
13510449,JH324354,06/27/2024 11:37:00 PM,023XX W JACKSON BLVD,2896,PUBLIC PEACE VIOLATION,TIRE DEFLATION DEVICE DEPLOYMENT,STREET,False,False,1225,012
13514460,JH328618,06/29/2024 07:35:00 PM,024XX N KEDZIE BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1413,014
13513381,JH327651,06/30/2024 12:00:00 PM,013XX W Fullerton Ave,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,1932,019
13513127,JH327601,06/30/2024 11:30:00 AM,016XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2531,025
13512498,JH326755,06/29/2024 07:41:00 PM,051XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,ALLEY,True,False,1533,015
13512611,JH326970,06/29/2024 11:48:00 PM,035XX N CLARK ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1924,019
13510493,JH324460,06/28/2024 03:17:00 AM,070XX S EAST END AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,0332,003
13514469,JH328352,06/30/2024 01:22:00 PM,008XX N MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1833,018
13511893,JH326132,06/29/2024 11:00:00 AM,001XX N CENTRAL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,1523,015
13514470,JH328370,06/29/2024 06:00:00 AM,013XX W ESTES AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,2423,024
13514975,JH329730,06/30/2024 08:00:00 PM,019XX N WASHTENAW AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1421,014
13512661,JH326945,06/29/2024 11:40:00 PM,035XX N TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1733,017
13511993,JH325501,06/27/2024 09:45:00 PM,013XX W CORNELIA AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,1924,019
13514781,JH328003,06/30/2024 03:00:00 PM,006XX S STATE ST,0810,THEFT,OVER $500,CTA TRAIN,False,False,0123,001
13513503,JH327723,06/30/2024 04:07:00 PM,0000X E 105TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,0512,005
13510049,JH323845,06/27/2024 04:30:00 PM,008XX W NORTH AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1813,018
13511558,JH325663,06/28/2024 10:30:00 PM,078XX S YATES BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,0421,004
13512780,JH327108,06/30/2024 02:40:00 AM,083XX S KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,0834,008
13513107,JH327618,06/29/2024 11:45:00 PM,037XX W IOWA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1112,011
13512199,JH326538,06/29/2024 04:30:00 PM,051XX N MILWAUKEE AVE,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1623,016
13516873,JH328011,06/30/2024 08:15:00 PM,093XX S HARPER AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,True,0413,004
13514945,JH328609,06/30/2024 07:00:00 PM,069XX S PAXTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0331,003
13515540,JH330300,06/29/2024 03:00:00 AM,069XX S HARVARD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,0731,007
13511582,JH325739,06/28/2024 10:58:00 PM,055XX W MONTROSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1624,016
13514530,JH328829,06/30/2024 03:00:00 PM,104XX S TORRENCE AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,0434,004
13517807,JH333157,06/28/2024 07:00:00 PM,091XX S LOWE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2223,022
13515655,JH330467,06/28/2024 11:23:00 AM,059XX W MADISON ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,False,False,1513,015
13510868,JH324800,06/28/2024 10:00:00 AM,026XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2521,025
13510788,JH324836,06/28/2024 07:07:00 AM,113XX S CARPENTER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,2234,022
13510073,JH323882,06/27/2024 04:38:00 PM,006XX E 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,0624,006
13512763,JH327226,06/29/2024 09:00:00 PM,099XX S CARPENTER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2232,022
13513229,JH327824,06/30/2024 01:00:00 AM,032XX N BROADWAY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1925,019
13514293,JH328859,06/28/2024 02:30:00 PM,086XX S BISHOP ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,0614,006
13512414,JH326688,06/29/2024 04:25:00 PM,0000X N STATE ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False,0112,001
13511679,JH325811,06/29/2024 03:20:00 AM,001XX W CERMAK RD,0820,THEFT,$500 AND UNDER,STREET,False,False,0131,001
13509870,JH323739,06/27/2024 02:18:00 PM,0000X E GRAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DEPARTMENT STORE,False,False,1834,018
13510931,JH325033,06/27/2024 05:00:00 PM,055XX N NATCHEZ AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1613,016
13512816,JH327279,06/29/2024 07:30:00 PM,033XX S PRAIRIE AVE,0810,THEFT,OVER $500,STREET,False,False,0211,002
13513137,JH327697,06/30/2024 04:00:00 AM,046XX W MONTROSE AVE,0820,THEFT,$500 AND UNDER,CTA STATION,False,False,1722,017
13510731,JH324739,06/28/2024 01:00:00 AM,055XX N NATCHEZ AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1613,016
13512897,JH327430,06/30/2024 07:28:00 AM,003XX N ORLEANS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,1831,018
13512250,JH326641,06/29/2024 06:12:00 PM,008XX N TRUMBULL AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),VACANT LOT / LAND,True,False,1121,011
13511671,JH325855,06/29/2024 12:00:00 AM,026XX S KOSTNER AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1031,010
13511221,JH325418,06/28/2024 07:04:00 PM,054XX N KENMORE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,False,True,2023,020
13517065,JH331161,06/28/2024 01:00:00 PM,003XX E 56TH ST,0810,THEFT,OVER $500,APARTMENT,False,False,0231,002
13510516,JH324466,06/28/2024 03:30:00 AM,083XX S MARQUETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,0423,004
13511906,JH326154,06/29/2024 03:00:00 AM,005XX W HARRISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,0124,001
13511420,JH325358,06/28/2024 05:20:00 PM,0000X E 103RD PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0512,005
13512381,JH325863,06/27/2024 08:30:00 PM,044XX N WESTERN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,1911,019
13510758,JH324656,06/27/2024 06:00:00 PM,032XX W 111TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2211,022
13512466,JH326854,06/29/2024 09:31:00 PM,001XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,0112,001
13511895,JH326214,06/28/2024 09:30:00 PM,006XX W ALDINE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1925,019
13512288,JH326608,06/29/2024 05:00:00 PM,015XX S ALBANY AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,1022,010
13510335,JH324158,06/27/2024 04:54:00 PM,009XX N SACRAMENTO BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,1211,012
13513652,JH328202,06/30/2024 08:17:00 PM,014XX S SPECIAL OLYMPICS DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,False,False,0132,001
13513405,JH327926,06/29/2024 12:20:00 PM,013XX W FULLERTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False,1811,018
13513665,JH328232,06/30/2024 02:30:00 PM,032XX N HALSTED ST,0810,THEFT,OVER $500,STREET,False,False,1925,019
13510000,JH323858,06/27/2024 04:30:00 PM,012XX N KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,2534,025
13510809,JH324839,06/27/2024 06:00:00 PM,064XX N LEHIGH AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,1621,016
13515396,JH330321,06/30/2024 07:00:00 AM,021XX W GARFIELD BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,0932,009
13513881,JH328482,06/30/2024 09:30:00 PM,061XX S DORCHESTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0314,003
13509960,JH323946,06/27/2024 04:55:00 PM,013XX S TROY ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1022,010
13510029,JH323920,06/27/2024 04:45:00 PM,048XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2522,025
13512501,JH326830,06/29/2024 09:21:00 PM,052XX W MADISON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1522,015
13513211,JH327808,06/29/2024 09:00:00 AM,071XX N DAMEN AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,2424,024
13512154,JH326432,06/29/2024 02:15:00 PM,003XX E OHIO ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,1834,018
13514949,JH328635,06/30/2024 04:00:00 PM,028XX S CALIFORNIA AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,NURSING / RETIREMENT HOME,False,False,1034,010
13512552,JH326837,06/29/2024 02:00:00 PM,054XX W QUINCY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,1522,015
13511693,JH325903,06/29/2024 12:01:00 AM,020XX W MC LEAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1432,014
13514096,JH327974,06/30/2024 06:50:00 PM,064XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,2432,024
13516779,JH332103,07/01/2024 12:00:00 AM,022XX S WABASH AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,0131,001
13512947,JH327391,06/30/2024 10:00:00 AM,056XX N CHRISTIANA AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1711,017
13513112,JH327666,06/30/2024 02:40:00 PM,033XX N HALSTED ST,0870,THEFT,POCKET-PICKING,SIDEWALK,False,False,1925,019
13517704,JH327322,06/30/2024 01:00:00 AM,001XX E 47TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False,0224,002
13513325,JH327756,06/30/2024 04:15:00 PM,013XX N HUDSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1821,018
13512617,JH326984,06/29/2024 11:45:00 PM,044XX W 28TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1031,010
13512596,JH326679,06/29/2024 06:08:00 PM,118XX S PERRY AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,0522,005
13520238,JH335941,06/28/2024 04:00:00 PM,017XX W HASTINGS ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1233,012
13510348,JH324290,06/27/2024 09:56:00 PM,015XX S HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1014,010
13511728,JH325962,06/29/2024 12:01:00 AM,040XX S ELLIS AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,0214,002
13510140,JH323800,06/27/2024 03:50:00 PM,110XX S VERNON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0513,005
13511369,JH325473,06/28/2024 12:45:00 AM,059XX N KOLMAR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1711,017
13513756,JH328153,06/30/2024 10:34:00 PM,006XX E GRAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,1834,018
13513403,JH327151,06/29/2024 08:00:00 PM,007XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1833,018
13511400,JH325572,06/28/2024 09:20:00 PM,0000X E GARFIELD BLVD,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False,0225,002
13511153,JH325167,06/28/2024 04:01:00 PM,068XX S CHAMPLAIN AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,0321,003
13510988,JH325143,06/28/2024 09:00:00 AM,056XX N KENMORE AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,2022,020
13510405,JH324289,06/27/2024 07:50:00 PM,058XX S KEDZIE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,0822,008
13510334,JH324282,06/27/2024 08:30:00 PM,011XX W JACKSON BLVD,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,False,False,1232,012
13512932,JH327355,06/29/2024 08:30:00 AM,102XX W ZEMKE RD,0810,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,1654,016
13510580,JH324507,06/28/2024 06:00:00 AM,035XX W WALNUT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1123,011
13510323,JH323950,06/27/2024 04:30:00 PM,0000X W SUPERIOR ST,0479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,False,1832,018
13511113,JH325339,06/28/2024 05:20:00 PM,054XX W WEST END AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1523,015
13511314,JH325458,06/27/2024 06:00:00 PM,028XX S ELEANOR ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,False,False,0913,009
13511744,JH325971,06/29/2024 09:26:00 AM,007XX N LAWNDALE AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1112,011
13511697,JH325909,06/28/2024 09:00:00 AM,0000X N LOTUS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,1522,015
13513507,JH328048,06/30/2024 09:13:00 PM,075XX S WOOD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,0611,006
13510587,JH324525,06/27/2024 10:00:00 PM,051XX S LOCKWOOD AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,0814,008
13514480,JH328693,06/30/2024 05:30:00 PM,033XX N HALSTED ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,BAR OR TAVERN,False,False,1925,019
13513441,JH327815,06/30/2024 05:19:00 PM,033XX N PULASKI RD,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,1732,017
13514726,JH329459,06/30/2024 08:00:00 PM,071XX S SEELEY AVE,0810,THEFT,OVER $500,STREET,False,False,0735,007
13521165,JH334225,06/30/2024 10:00:00 AM,071XX S LAFLIN ST,0810,THEFT,OVER $500,STREET,False,False,0734,007
13513180,JH327674,06/30/2024 02:58:00 PM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1432,014
13513944,JH328615,06/30/2024 08:00:00 PM,014XX S SPECIAL OLYMPICS DR,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,SPORTS ARENA / STADIUM,False,False,0132,001
13513249,JH327855,06/30/2024 01:00:00 AM,059XX N KEATING AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1711,017
13512532,JH326840,06/29/2024 07:30:00 PM,020XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0914,009
13512206,JH326415,06/29/2024 03:39:00 PM,059XX S WASHTENAW AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,False,False,0824,008
13512047,JH326244,06/29/2024 12:35:00 PM,036XX W 85TH PL,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,0834,008
13511726,JH325897,06/28/2024 11:00:00 PM,003XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1231,012
13511473,JH325567,06/28/2024 04:30:00 PM,002XX W VAN BUREN ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,0122,001
13515437,JH329334,07/01/2024 12:00:00 AM,008XX W BUCKINGHAM PL,0810,THEFT,OVER $500,STREET,False,False,1924,019
13512261,JH326526,06/29/2024 05:05:00 PM,033XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,False,False,1121,011
13513242,JH327862,06/27/2024 04:30:00 PM,051XX W OHIO ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,False,False,1532,015
13510870,JH324824,06/28/2024 11:35:00 AM,049XX W WELLINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2521,025
13510572,JH324473,06/28/2024 03:00:00 AM,012XX W WASHBURNE AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,False,True,1233,012
13511633,JH325828,06/29/2024 03:19:00 AM,006XX N RIDGEWAY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,1122,011
13510375,JH324221,06/27/2024 08:40:00 PM,051XX W MAYPOLE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,STREET,False,True,1532,015
13513958,JH328633,06/30/2024 09:13:00 PM,028XX E 77TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0421,004
13510937,JH325032,06/28/2024 01:00:00 PM,078XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,False,False,0623,006
13509901,JH323781,06/27/2024 03:57:00 PM,011XX S CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,True,False,0123,001
13513251,JH327631,06/29/2024 04:25:00 PM,024XX W DEVON AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,2412,024
13512088,JH326348,06/29/2024 01:55:00 PM,074XX S MAY ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,True,True,0733,007
13512444,JH326774,06/29/2024 07:49:00 PM,0000X E RIVERWALK S,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False,0111,001
13514472,JH328649,06/28/2024 05:48:00 PM,007XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,1834,018
13513052,JH327560,06/30/2024 01:30:00 PM,121XX S PRINCETON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,0523,005
13510269,JH323843,06/27/2024 02:22:00 PM,009XX N WOLCOTT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1212,012
13511841,JH325959,06/29/2024 08:42:00 AM,0000X S LA SALLE ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,0122,001
13514489,JH328366,06/30/2024 02:00:00 AM,037XX W 113TH ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,2211,022
13518660,JH324976,06/28/2024 01:15:00 PM,065XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0321,003
13517125,JH327621,06/30/2024 02:25:00 PM,031XX N MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2514,025
13513062,JH327545,06/30/2024 01:29:00 PM,016XX W 95TH ST,0560,ASSAULT,SIMPLE,DRUG STORE,False,False,2213,022
13514133,JH328876,06/29/2024 12:00:00 AM,045XX W 56TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0813,008
13513648,JH328190,07/01/2024 12:00:00 AM,050XX W QUINCY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,1533,015
13512582,JH326989,06/29/2024 11:45:00 PM,011XX W LAKE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1224,012
13512660,JH326996,06/29/2024 10:30:00 PM,078XX S HOMAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0835,008
13514056,JH328036,06/30/2024 08:15:00 PM,001XX E ERIE ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,STREET,False,False,1834,018
13511508,JH325723,06/29/2024 12:30:00 AM,0000X E 11TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,0123,001
13512482,JH325779,06/29/2024 03:07:00 AM,0000X E LAKE ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,0111,001
13513038,JH327568,06/30/2024 01:00:00 PM,035XX N HALSTED ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False,1924,019
13516295,JH326290,06/29/2024 12:30:00 PM,048XX N BROADWAY,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,False,False,2033,020
13510059,JH324070,06/27/2024 03:30:00 PM,033XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,1731,017
13510591,JH324364,06/27/2024 11:25:00 PM,020XX N CLIFTON AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False,1811,018
13511351,JH325477,06/28/2024 07:40:00 PM,004XX E PERSHING RD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,False,False,0214,002
13511703,JH325931,06/28/2024 03:00:00 PM,027XX S KOLIN AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1031,010
13510363,JH324296,06/27/2024 07:40:00 PM,003XX N ABERDEEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1214,012
13513182,JH327525,06/30/2024 01:10:00 PM,027XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1421,014
13510223,JH324138,06/27/2024 07:10:00 PM,008XX S WELLS ST,0460,BATTERY,SIMPLE,APARTMENT,True,False,0123,001
13512456,JH326692,06/29/2024 06:34:00 PM,007XX W MONTROSE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1914,019
13511645,JH325654,06/28/2024 10:50:00 PM,026XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,0133,001
13516149,JH327536,06/30/2024 01:10:00 PM,077XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0624,006
13514959,JH328697,06/29/2024 06:00:00 PM,027XX N MASON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,2514,025
13516376,JH331511,06/30/2024 08:00:00 PM,051XX N MILWAUKEE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1623,016
13512105,JH326428,06/29/2024 02:15:00 PM,003XX E OHIO ST,0810,THEFT,OVER $500,RESTAURANT,False,False,1834,018
13510899,JH324939,06/28/2024 12:40:00 PM,007XX W 74TH ST,0261,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,0732,007
13512004,JH324418,06/28/2024 12:17:00 AM,018XX W IRVING PARK RD,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1922,019
